sample_id,subject_id,scenario,accel_mean_g,accel_std_g,accel_peak_g,gyro_peak_dps,posture_change_deg,immobility_s,heart_rate_bpm,spo2_percent,ppg_signal_quality,label_fall,label_health_anomaly
SYN-W000001,SYN-048,fall,1.1653089322566148,0.7715433797646201,4.778391452874931,327.9747873691264,66.95285237587214,0.7423481119438609,81.79946838904196,100.0,0.5986206912302056,1,0
SYN-W000002,SYN-056,sit_lie,0.9766932383255057,0.12078979317396749,1.5489815727762135,63.919452604012676,51.36020868849407,0.5599046163194795,75.08944778837069,99.05870647292244,0.4018618422068544,0,0
SYN-W000003,SYN-058,sit_lie,1.043542808717512,0.10090661527988633,1.1997858356382685,90.99080764885912,50.98458936167025,0.43129002609833506,65.21434474316798,96.76009410599848,0.7156404044804614,0,0
SYN-W000004,SYN-008,run,1.1627149210138188,0.4328287362033677,3.0835635317132217,284.28001749279156,21.547127087825423,0.06367280267560246,135.8704672642946,99.15847410335397,0.4825857288195495,0,0
SYN-W000005,SYN-044,walk,0.9722141026006965,0.09407125101864736,1.498524416274641,84.690117250915,13.828822537985662,0.023489364644305344,65.57937290218815,96.02874782162314,0.7369847051172631,0,0
SYN-W000006,SYN-001,run,1.162492640404536,0.3620005136187292,2.428929722402729,200.96757691135133,18.814653040159804,0.06282113901669675,,95.88118314949162,0.6650951811032321,0,0
SYN-W000007,SYN-079,walk,1.0811948294359799,0.1451357721256073,1.8596311679343853,116.58759575612306,16.983058396803074,0.07723448261095442,112.8473049072806,97.73111981717241,0.6347402441223946,0,0
SYN-W000008,SYN-065,walk,0.9720007299984702,0.14985086021853603,1.383137403080433,96.24480481633063,12.606740047936821,0.006763766966098789,97.87512210696319,96.21884321596117,0.5141245629908471,0,0
SYN-W000009,SYN-021,sit_lie,0.9936073914405044,0.049157573035953916,1.5481825474251765,94.16039508064198,60.305100588134245,0.6027143530625897,77.12744566149162,96.88684995297965,0.9016579508528639,0,0
SYN-W000010,SYN-051,walk,1.0386928009002625,0.151190199348842,1.4754276173922327,65.22732360293355,6.781049692026125,0.03530463548041569,86.59810630214541,98.31429027466496,1.0,0,0
SYN-W000011,SYN-048,sit_lie,0.9895284664908645,0.13521187810281857,1.4657559487676826,126.8379963605164,76.67831794161799,0.5806734646109754,72.43567600633531,98.94244811040447,0.7929450196734156,0,0
SYN-W000012,SYN-057,walk,1.079875799796494,0.20279358910902354,2.3991611574587215,123.12652840260947,12.141253799332924,0.09815862317234784,85.49936011805278,98.36377545560406,0.8168593915784876,0,0
SYN-W000013,SYN-034,rest,0.8779350441575103,0.007000193418176164,1.278597481011749,12.926228836161705,2.3212831418515316,1.8418455864188763,,96.68045394020359,0.627766675932518,0,0
SYN-W000014,SYN-030,rest,1.0971020282891806,0.005551598682677433,1.1747296826743188,23.657051957743747,3.425968039914819,2.0,72.77506806300096,98.67689772179415,0.7396387938343219,0,0
SYN-W000015,SYN-025,fall,1.1534026117555525,0.4461327443188363,4.411633380939716,219.03714857527828,55.6981112773708,0.6073021103010483,79.89898249108074,96.45041907350746,0.41531026970461604,1,0
SYN-W000016,SYN-015,walk,1.057251629919935,0.14259526729309244,1.5470379972795383,113.61721145475626,12.73871748684247,0.06771667126661693,78.8722628862795,97.66267864065657,0.7711117908826998,0,0
SYN-W000017,SYN-002,fall,1.1656997079465339,0.5654455854174157,3.6244138114946205,318.7246595308513,76.57741268177807,1.0993430667151025,69.57972885650261,95.82984023715328,0.5419296182793367,1,0
SYN-W000018,SYN-032,sit_lie,1.031363779592271,0.045555622080174385,1.4191907443128808,117.88519483849122,36.16365144344748,0.6482295163617157,96.49572519384117,96.38025633972022,0.5098268319862816,0,0
SYN-W000019,SYN-013,run,1.064546708920823,0.22585773070101448,2.3897040371987877,178.78779857047658,21.36416933130009,0.03966638879283352,120.79800662033108,96.9829894723897,0.5906264628818305,0,0
SYN-W000020,SYN-024,fall,1.0527851325032238,0.43962597346044074,2.382416103520765,298.15369664387794,45.7327934303587,1.1671595637300543,88.14082340929733,95.83764713883309,0.4287862675090077,1,0
SYN-W000021,SYN-019,rest,1.0239594262702587,0.012090968529093584,1.0554078955400183,21.743591538565003,0.8782418424627005,0.6547281134915852,77.8069568885747,100.0,0.8161410230245544,0,0
SYN-W000022,SYN-069,fall,1.1511767862660491,0.4128160089296552,4.696418977180244,553.1914891917877,70.68945959931561,0.9614521449570173,96.05939650622219,99.90842507589916,0.4409513568071882,1,0
SYN-W000023,SYN-028,walk,1.0568025433476356,0.12053166197733511,1.7769943839032132,114.33458050696719,12.028624887140198,0.012321494033209465,94.43105203853571,94.57025648201514,0.7590488904601307,0,0
SYN-W000024,SYN-011,fall,1.1561082738799846,0.47042888701713087,2.9937167131249085,242.50383598287996,81.07203549835623,1.1417045384221127,122.55880466096153,98.16334286703014,0.6312728993555423,1,0
SYN-W000025,SYN-076,run,1.1259729233177866,0.29947699921294413,2.9752104263916612,260.9396845704669,16.100400358361895,0.01300905088827635,145.90173110650116,94.62037709507096,0.6092118340767838,0,0
SYN-W000026,SYN-080,walk,1.028750707662354,0.19090435956432966,1.7893286086247284,83.98832422523172,12.829136376359413,0.12196694485765397,80.27922122187105,95.59200129277826,,0,0
SYN-W000027,SYN-024,fall,1.0715151415398612,0.21770626530908396,3.261365274951735,260.6936958896591,52.01153639503576,1.0247530290576252,102.65045662172238,94.8395439437217,0.20774038487043509,0,0
SYN-W000028,SYN-009,health_anomaly,1.034045750044025,0.0981094360372015,1.6110373514900518,78.01025642564535,10.83443117936388,0.779647328419708,153.3681987666673,80.34448642131127,0.6933292654468393,0,1
SYN-W000029,SYN-016,stumble,1.1716351102317688,0.28327895841872996,2.2736015711829176,201.81021114292147,30.079013912527515,0.2220441177668846,71.24116276249163,98.91387062087752,1.0,1,0
SYN-W000030,SYN-044,sit_lie,1.0413265598265884,0.09212093128165336,1.2521016034827168,55.18773621197474,48.92317669461255,0.4735236056582453,60.306341494632825,97.65621085553357,0.9570618425696671,0,0
SYN-W000031,SYN-064,rest,1.0192653261927906,0.0257738146727841,0.8670148983431338,11.288420119127185,3.7608113084295747,2.0,96.26487876350092,96.22458836066322,0.8937059916287525,0,0
SYN-W000032,SYN-015,rest,1.0175306182944137,0.005,0.9668168585542424,17.723112894701195,7.177671216688962,2.0,71.81556879072079,97.84989598326526,0.7871890869070013,0,0
SYN-W000033,SYN-022,sit_lie,0.9949434064499214,0.0903612345960737,1.281532090749619,88.16333187077798,50.79184835726768,0.4807058105560411,58.52694756175834,97.99842531508902,0.7215499186089558,0,0
SYN-W000034,SYN-022,rest,0.9451689214199603,0.005,0.7513147374938938,11.527830256144764,4.092751834098097,1.6014855221371376,72.34386690666241,95.01413804768265,0.8013425640649586,0,0
SYN-W000035,SYN-015,fall,1.183958497129376,0.6241561606675513,3.099101027330844,439.84894215018744,68.55641610003953,1.5103438945090337,94.82397986655866,98.82599913728055,0.7321064169070908,1,0
SYN-W000036,SYN-001,health_anomaly,1.0116942486876488,0.10506927077750487,1.528816904381082,86.29793297143148,11.274897692308448,0.3868187001177346,100.74104374693289,84.35753785654303,0.7474491467388288,0,1
SYN-W000037,SYN-039,rest,0.9976856699764401,0.03181025946372601,0.9376851890499558,16.992531869015217,4.189007105004099,0.8695721705088368,44.23841769468306,96.70137279799737,0.9779032682213646,0,0
SYN-W000038,SYN-017,fall_health_anomaly,1.077621423753627,0.5108573290536516,4.303293372494622,334.59451912988874,30.571850580716116,0.660102051999517,86.03510590570747,86.19315639278487,0.4991288613250523,1,1
SYN-W000039,SYN-050,run,1.1694726095721406,0.30658412292401105,2.397921397142368,244.20226430328717,15.424061176479867,0.11241192682096314,132.09920528299062,94.72837843217019,0.5441099523060507,0,0
SYN-W000040,SYN-005,walk,1.1193854060930917,0.17106389800143443,2.1388851921506364,69.01832872093881,12.046280354114613,0.04531978974706295,91.21295101519793,95.66966817997427,0.7363945882669514,0,0
SYN-W000041,SYN-036,walk,1.0566811173541355,0.14007309457856706,1.60840284986157,71.98974549503036,14.768640658106806,0.03396541963257732,90.07060933136681,97.15075134485173,0.8840764685698523,0,0
SYN-W000042,SYN-006,walk,0.8719736445791675,0.17233157517038328,1.0492798224328428,75.28333925771176,14.355305802822953,0.09910117349067181,76.61802287704317,95.80696841371713,0.8754199713717808,0,0
SYN-W000043,SYN-038,stumble,1.0308368410096616,0.2392059450456534,2.2935490437485497,172.79792570738277,28.23475870774832,0.1954684743601538,110.52650525599455,97.3916604416306,0.5867288996896294,0,0
SYN-W000044,SYN-052,run,1.086326240214373,0.2989353490887416,2.361026144003108,118.4238880391432,18.950054302019332,0.05942332369713495,112.35634947851776,96.98326308183128,0.24893926173161712,0,0
SYN-W000045,SYN-026,sit_lie,1.080801652264935,0.13101160047754556,1.597849995676838,98.43709793181556,51.894030599810826,0.6554381448703336,71.50537163339145,98.6299924856976,0.9456274927730104,0,0
SYN-W000046,SYN-038,rest,0.9816147043414122,0.043430299579629086,1.137401962443486,3.1278742262839376,8.326914373558733,1.443442793200272,71.18060700319991,96.31200485785905,0.5129039585365541,0,0
SYN-W000047,SYN-036,walk,1.0552487834373216,0.12315857025818296,0.75,61.070000481417594,6.459369806531578,0.08144239707191182,90.69493760780138,97.25599415475781,0.9162430440002491,0,0
SYN-W000048,SYN-044,fall,1.154106289926637,0.4779243802530971,2.6023647238941567,362.79169412707614,78.92557764161035,1.0767555454353226,88.1877227417256,95.11518821765718,0.5303960507907945,1,0
SYN-W000049,SYN-033,run,1.2665376930497318,0.1950640138220481,2.8402969141783205,186.23694704641346,19.70225174058609,0.03473391653552818,125.57768734171651,95.31973895423246,0.5126689574878626,0,0
SYN-W000050,SYN-030,walk,1.0353887460332558,0.16084580585411096,1.70967570201285,103.58467103871848,8.221617220835416,0.04348488053124691,90.79498124801084,98.54086534326484,1.0,0,0
SYN-W000051,SYN-001,rest,1.0060168659063966,0.017043024516752638,0.9837506702374292,2.275273304306726,5.959734649843681,1.5358612128396432,72.27178697036864,96.16852152048266,0.9711722855863327,0,0
SYN-W000052,SYN-003,rest,1.068651062477043,0.05589067683470132,1.3106518059572374,17.45476241332665,5.558981720039508,1.1973482092493444,79.1042132589083,94.99114210129987,0.7894309254475473,0,0
SYN-W000053,SYN-042,stumble,1.085671862479896,0.28229156978492786,2.985684467141492,245.98861998540795,32.42903785544018,0.18068237103392362,104.9237824189557,96.30018137209862,0.7389118014263691,0,0
SYN-W000054,SYN-060,rest,0.9609897450686288,0.015235921153012488,0.8541399855033347,20.142076400566808,3.505186673811344,2.0,55.137183487729864,97.07456191587667,0.6769988353974995,0,0
SYN-W000055,SYN-066,rest,1.0354665500469689,0.03752368961956565,1.0714725548470583,19.467630493754143,7.090586209458193,1.7259238553995206,79.07636809787932,97.20625777342318,0.6261058866870494,0,0
SYN-W000056,SYN-077,fall,1.10256593621608,0.43384870174500867,2.7332647904960985,277.80056879297786,54.536436147891365,1.6950738241699217,110.96114549564398,95.7353520716114,0.7056479142271743,1,0
SYN-W000057,SYN-079,walk,0.9981158420294737,0.15848791590551778,1.898536076093907,105.70531804102886,9.038533047528889,0.11418742920542246,96.69382301099624,98.2718510733456,0.7174161988433215,0,0
SYN-W000058,SYN-063,fall,1.1077343698437299,0.5380017234506707,4.476875427858006,464.58756043086527,48.79408186393614,0.806785058321248,135.28249542366754,94.97015232033702,0.47556366380250337,1,0
SYN-W000059,SYN-014,fall,1.0785067022381032,0.6938469669530871,3.596004934795574,391.62602850358974,60.35082839862003,1.0011863722386622,79.53394276102134,94.22862044872349,0.3327561735611455,1,0
SYN-W000060,SYN-016,run,1.1898921243708185,0.2463999086536782,2.677564578428958,218.63279668973675,15.612680210152512,0.05238161482464665,117.100580244769,95.51556234888415,0.5297942831631994,0,0
SYN-W000061,SYN-069,walk,1.0415802361289614,0.18400490307464942,2.104326325777782,132.13269089271694,16.83094249659413,0.03994834268973824,98.75131718581376,98.7621918043749,0.9185057986033529,0,0
SYN-W000062,SYN-059,walk,1.0036405400696644,0.13705209039550095,1.3380759585429232,71.94444192415304,15.323484111596114,0.07845846952626351,102.88780534679566,97.92362114218531,0.7683531316379575,0,0
SYN-W000063,SYN-032,run,1.188917031671747,0.39559533845207623,3.0838003103711604,275.92753128378945,24.0002874771183,0.015002212406034584,138.31389360148756,96.1332703698913,0.39590870400625644,0,0
SYN-W000064,SYN-007,run,1.19233372611934,0.3231540482556668,2.6924019815421256,156.77390269712197,17.903812437079484,0.11014037641605368,130.326546749001,96.21757299465459,0.5672567780004772,0,0
SYN-W000065,SYN-003,health_anomaly,0.9460195360669604,0.07536371825829945,1.5582212586340474,54.77515268142105,11.842811315071192,0.8913478256125654,25.0,92.35411882042165,0.9921810643703225,0,1
SYN-W000066,SYN-046,stumble,1.1068788424532834,0.338664604260139,2.1673506214356895,239.31852892552507,19.75311719402069,0.31142481379762466,100.05019931482619,96.85862833727612,0.9126556399234634,0,0
SYN-W000067,SYN-077,rest,0.9098691913080583,0.005,1.1908395002775785,13.409051151188542,5.235914746380262,2.0,76.9622267263369,96.80498949972923,1.0,0,0
SYN-W000068,SYN-042,rest,1.1284029534698472,0.03596580579832331,1.1101956889634805,19.752977254496102,3.6725645453159963,1.5456864033938946,85.7634493729858,95.00519055368129,0.8491558556465382,0,0
SYN-W000069,SYN-006,sit_lie,1.06253694374861,0.05987321887745494,1.7743389547780153,113.22794554209838,52.16150355407691,0.39503916234738123,82.30097172946343,97.76470541576793,0.834324925085375,0,0
SYN-W000070,SYN-074,health_anomaly,1.0370135242370038,0.09187355131701681,1.4172905132644593,92.76210141482963,13.67810172973204,0.21242719616573558,139.0362815042089,88.25309512725129,0.7941300448153739,0,1
SYN-W000071,SYN-037,walk,1.0148646964243806,0.1439529184373225,1.09655344897607,113.55889906475113,14.807957338919497,0.07270000629398954,84.00012896720628,95.3748233108725,0.8585423500769719,0,0
SYN-W000072,SYN-012,sit_lie,1.0095142818526563,0.11224142607876997,1.4643056808859882,158.12193440478765,30.690048202607294,0.7233788819899104,85.30947816267384,96.56652979076343,1.0,0,0
SYN-W000073,SYN-016,stumble,1.1514275979179638,0.26485487393552826,2.096031412347443,274.4629011748458,36.35594015012407,0.2792795717068671,84.44541385439513,96.59418683985642,0.749172209677241,0,0
SYN-W000074,SYN-003,walk,1.1019560225640856,0.13430340517575107,1.9074174765615701,76.9683941629194,17.316116447077693,0.07423889359781294,89.02409255608792,98.67273586430811,1.0,0,0
SYN-W000075,SYN-041,stumble,1.1720961678402355,0.3075725479252739,3.7067932761559943,298.8612569013885,42.31869692015062,0.2614391653626376,92.53615343927952,95.75016288394653,0.5596299426498448,0,0
SYN-W000076,SYN-004,walk,1.0457813805426424,0.18250550973844157,1.7394678029862742,58.4303818274489,12.427718618996353,0.07348804013469572,103.31426690474174,96.87010329404848,0.6006312949364271,0,0
SYN-W000077,SYN-059,fall,1.0830667844072375,0.530727756878674,2.6290567374397886,344.92374197605756,70.79550866579815,0.8882230643495717,100.67030546737072,97.78331346822269,0.3612493657043341,1,0
SYN-W000078,SYN-047,stumble,1.048083136465294,0.3283801032047733,2.510337503404436,231.21087128202987,33.441164143381094,0.11356845916021871,97.53530602384772,100.0,0.6018089861993973,0,0
SYN-W000079,SYN-060,walk,1.0088131428774878,0.1625618159571327,1.3668366623883197,47.18652643336421,9.19595824946801,0.0,65.91845720273025,96.84894995219071,0.6434322091905599,0,0
SYN-W000080,SYN-047,walk,1.090153032802461,0.10720163317432799,2.150302912778704,76.43620232109832,15.247668781602563,0.012506092223465937,83.88182279162915,100.0,0.562484353259045,0,0
SYN-W000081,SYN-039,sit_lie,0.9700971972088029,0.10319894166870448,1.4684843163095738,74.70493893023936,40.00325858573346,0.47001331448469114,56.1868315418041,95.33777850232512,0.9371628891880521,0,0
SYN-W000082,SYN-079,fall,1.0569610154627909,0.42840475932095484,3.688269294647697,315.92632052482855,70.53461150374336,1.2415503643682235,101.79217347952331,97.66412186995433,0.4964864869785072,1,0
SYN-W000083,SYN-022,rest,0.8955266998495393,0.03223495747443133,1.2212406799075377,10.252879496664587,5.650607488079322,1.3599840041296565,62.34219669512207,96.06605896247743,0.5273148457799889,1,0
SYN-W000084,SYN-035,fall,1.1434267881068925,0.6427997564056918,4.688522299832877,455.3073265263976,92.6762947251347,0.7697566356257175,100.40961313052988,99.17081638841397,0.9264539809338037,1,0
SYN-W000085,SYN-039,walk,1.0209338044713587,0.1479736002894342,1.5810526320665568,88.72937479024213,13.235796118345112,0.052877138860260034,75.91882380177158,99.62793673934209,0.8223013360673925,0,0
SYN-W000086,SYN-063,stumble,1.1341013519752807,0.11001614713798183,2.7694126002001473,240.4805084436235,37.437119154641756,0.1668074553095087,113.91483041112363,96.17437166531943,0.806113988197925,0,0
SYN-W000087,SYN-052,walk,0.9738871716610895,0.14132763044508723,0.9253814928938419,91.39709606290414,8.523682493581024,0.08213831650469897,67.65468481076138,98.32081974536376,0.571500654639303,0,0
SYN-W000088,SYN-062,run,1.166867272636003,0.1443678824677322,2.385411227715897,169.3921472744355,27.881980450236043,0.0,146.39325832544995,96.91086511964905,0.9191389640291415,0,0
SYN-W000089,SYN-059,walk,0.9670880661882566,0.13191319384344433,1.6095961756872088,78.44170006753811,8.154847328245637,0.1195412745140585,92.57438281725909,97.67983852318726,0.6403594537067021,0,0
SYN-W000090,SYN-049,rest,1.0107504423829081,0.018143975400274483,1.0883206863845423,6.662174850327473,0.0,1.0799460245625014,66.56223290520543,97.41238432156416,0.6757594189141394,0,0
SYN-W000091,SYN-040,rest,1.0066473129435072,0.005,1.0705642029781883,24.601366574022794,2.6396851048942214,1.7571707409322725,82.85938339169647,98.01878601099607,0.5360118538484683,0,0
SYN-W000092,SYN-022,fall,1.1486069908803056,0.31162924256852514,3.979579886174897,245.69131448409797,57.63534997332367,1.5547733759424767,95.6926039020168,97.78457647328102,0.46769615507175466,1,0
SYN-W000093,SYN-078,fall,1.037714245776026,0.4932753904329312,4.633079298959508,317.72118485693335,65.03535179952569,0.8348145936976534,104.0790253983752,98.54367842434313,0.7692115015476075,1,0
SYN-W000094,SYN-052,rest,1.0401254925081644,0.005,0.8933758352222712,6.191152155941505,2.3030837549348835,2.0,60.26442329279807,98.86122555208196,0.8161305919306175,0,0
SYN-W000095,SYN-069,run,1.0874756843690832,0.34711800750677185,2.4952319238211835,254.67323377894255,14.20050035509149,0.1423827588038557,123.73903723204563,98.56518595084766,0.48448439891130646,0,0
SYN-W000096,SYN-075,sit_lie,1.0419305565223784,0.07341338071142471,0.75,64.27874354411418,55.59288289286259,0.716771507611934,84.98271949337489,95.23607241643725,,0,0
